case_number,date,year,month,day_of_week,hour,community_area_name,victimization_primary,incident_primary,gunshot_injury_i,age,sex,race,is_homicide_victim,is_nonfatal_shooting_victim,is_gun_violence_victim
HS592590,2010-10-31 22:03:00,2010,10,1,22,WEST ENGLEWOOD,BATTERY,HOMICIDE,YES,30-39,M,BLK,0,1,1
HS592863,2010-11-01 05:16:00,2010,11,2,5,WEST ENGLEWOOD,BATTERY,BATTERY,YES,50-59,M,BLK,0,1,1
HS604137,2010-11-07 23:46:00,2010,11,1,23,WEST ENGLEWOOD,BATTERY,BATTERY,YES,20-29,M,BLK,0,1,1
HS612672,2010-11-12 20:17:00,2010,11,6,20,WEST ENGLEWOOD,BATTERY,BATTERY,YES,0-19,M,BLK,0,1,1
HS614093,2010-11-13 18:00:00,2010,11,7,18,WEST ENGLEWOOD,HOMICIDE,HOMICIDE,YES,30-39,M,BLK,1,0,1
HS614093,2010-11-13 18:00:00,2010,11,7,18,WEST ENGLEWOOD,HOMICIDE,HOMICIDE,YES,20-29,M,BLK,1,0,1
HS619039,2010-11-16 19:34:00,2010,11,3,19,WEST ENGLEWOOD,BATTERY,BATTERY,YES,20-29,F,BLK,0,1,1
HS630494,2010-11-24 08:30:00,2010,11,4,8,WEST ENGLEWOOD,BATTERY,BATTERY,YES,0-19,M,BLK,0,1,1
HS637186,2010-11-29 07:16:00,2010,11,2,7,WEST ENGLEWOOD,HOMICIDE,HOMICIDE,YES,20-29,M,WWH,1,0,1
HS638440,2010-11-29 20:02:00,2010,11,2,20,WEST ENGLEWOOD,BATTERY,BATTERY,YES,0-19,M,BLK,0,1,1
HS641872,2010-12-02 00:56:00,2010,12,5,0,WEST ENGLEWOOD,HOMICIDE,HOMICIDE,YES,20-29,M,BLK,1,0,1
HS641878,2010-12-02 01:05:00,2010,12,5,1,WEST ENGLEWOOD,BATTERY,BATTERY,YES,30-39,M,BLK,0,1,1
HS643182,2010-12-02 20:14:00,2010,12,5,20,WEST ENGLEWOOD,NON-FATAL,HOMICIDE,YES,20-29,M,BLK,0,1,1
HS643182,2010-12-02 20:14:00,2010,12,5,20,WEST ENGLEWOOD,HOMICIDE,HOMICIDE,YES,0-19,M,BLK,1,0,1
HS656566,2010-12-11 19:29:00,2010,12,7,19,WEST ENGLEWOOD,HOMICIDE,HOMICIDE,YES,0-19,M,BLK,1,0,1
HS657617,2010-12-12 16:26:00,2010,12,1,16,WEST ENGLEWOOD,HOMICIDE,HOMICIDE,YES,20-29,M,BLK,1,0,1
HS657685,2010-12-12 17:31:00,2010,12,1,17,WEST ENGLEWOOD,BATTERY,BATTERY,YES,20-29,F,BLK,0,1,1
HS665187,2010-12-17 15:15:00,2010,12,6,15,WEST ENGLEWOOD,BATTERY,BATTERY,YES,0-19,M,BLK,0,1,1
HS677473,2010-12-27 00:45:00,2010,12,2,0,WEST ENGLEWOOD,BATTERY,BATTERY,YES,20-29,M,BLK,0,1,1
HS680029,2010-12-28 19:21:00,2010,12,3,19,WEST ENGLEWOOD,BATTERY,BATTERY,YES,20-29,M,BLK,0,1,1
HS161981,2010-02-12 11:55:00,2010,2,6,11,WEST GARFIELD PARK,BATTERY,BATTERY,YES,20-29,M,BLK,0,1,1
HS166624,2010-02-15 21:20:00,2010,2,2,21,WEST GARFIELD PARK,HOMICIDE,HOMICIDE,YES,20-29,M,BLK,1,0,1
HS180423,2010-02-25 11:32:00,2010,2,5,11,WEST GARFIELD PARK,HOMICIDE,HOMICIDE,YES,0-19,M,BLK,1,0,1
HS196034,2010-03-07 15:10:00,2010,3,1,15,WEST GARFIELD PARK,BATTERY,BATTERY,YES,20-29,M,BLK,0,1,1
HS196006,2010-03-07 15:13:00,2010,3,1,15,WEST GARFIELD PARK,BATTERY,BATTERY,YES,UNKNOWN,UNKNOWN,UNKNOWN,0,1,1
HS227769,2010-03-27 01:00:00,2010,3,7,1,WEST GARFIELD PARK,BATTERY,HOMICIDE,YES,20-29,M,BLK,0,1,1
HS227769,2010-03-27 01:00:00,2010,3,7,1,WEST GARFIELD PARK,HOMICIDE,HOMICIDE,YES,20-29,M,BLK,1,0,1
HS234948,2010-03-31 16:33:00,2010,3,4,16,WEST GARFIELD PARK,BATTERY,BATTERY,YES,20-29,M,BLK,0,1,1
HS254618,2010-04-12 22:10:00,2010,4,2,22,WEST GARFIELD PARK,HOMICIDE,HOMICIDE,YES,20-29,M,BLK,1,0,1
HS272794,2010-04-23 21:20:00,2010,4,6,21,WEST GARFIELD PARK,BATTERY,BATTERY,YES,40-49,M,BLK,0,1,1
HS278653,2010-04-27 13:30:00,2010,4,3,13,WEST GARFIELD PARK,BATTERY,BATTERY,YES,UNKNOWN,UNKNOWN,UNKNOWN,0,1,1
HS286634,2010-05-02 09:02:00,2010,5,1,9,WEST GARFIELD PARK,HOMICIDE,HOMICIDE,YES,20-29,M,BLK,1,0,1
HS286634,2010-05-02 09:02:00,2010,5,1,9,WEST GARFIELD PARK,BATTERY,HOMICIDE,YES,20-29,M,BLK,0,1,1
HS291334,2010-05-04 22:10:00,2010,5,3,22,WEST GARFIELD PARK,BATTERY,BATTERY,YES,20-29,M,BLK,0,1,1
HS296172,2010-05-07 15:30:00,2010,5,6,15,WEST GARFIELD PARK,BATTERY,BATTERY,YES,40-49,M,BLK,0,1,1
HS300805,2010-05-10 16:36:00,2010,5,2,16,WEST GARFIELD PARK,BATTERY,BATTERY,YES,0-19,M,BLK,0,1,1
HS309727,2010-05-15 20:30:00,2010,5,7,20,WEST GARFIELD PARK,HOMICIDE,HOMICIDE,YES,20-29,M,BLK,1,0,1
HS323842,2010-05-24 13:15:00,2010,5,2,13,WEST GARFIELD PARK,HOMICIDE,HOMICIDE,NO,30-39,M,BLK,1,0,1
HS331919,2010-05-28 22:30:00,2010,5,6,22,WEST GARFIELD PARK,BATTERY,BATTERY,YES,20-29,M,BLK,0,1,1
HS333620,2010-05-30 00:25:00,2010,5,1,0,WEST GARFIELD PARK,BATTERY,BATTERY,YES,0-19,F,BLK,0,1,1
HS333620,2010-05-30 00:25:00,2010,5,1,0,WEST GARFIELD PARK,BATTERY,BATTERY,YES,20-29,M,BLK,0,1,1
HS343579,2010-06-05 02:13:00,2010,6,7,2,WEST GARFIELD PARK,BATTERY,BATTERY,YES,20-29,M,BLK,0,1,1
HS347229,2010-06-07 15:01:00,2010,6,2,15,WEST GARFIELD PARK,HOMICIDE,HOMICIDE,YES,30-39,M,BLK,1,0,1
HS355220,2010-06-11 20:50:00,2010,6,6,20,WEST GARFIELD PARK,BATTERY,BATTERY,YES,0-19,M,BLK,0,1,1
HS355294,2010-06-11 21:45:00,2010,6,6,21,WEST GARFIELD PARK,BATTERY,BATTERY,YES,20-29,M,BLK,0,1,1
HS360066,2010-06-14 21:23:00,2010,6,2,21,WEST GARFIELD PARK,BATTERY,BATTERY,YES,20-29,M,BLK,0,1,1
HS360066,2010-06-14 21:23:00,2010,6,2,21,WEST GARFIELD PARK,BATTERY,BATTERY,YES,50-59,M,BLK,0,1,1
HS365596,2010-06-18 01:11:00,2010,6,6,1,WEST GARFIELD PARK,HOMICIDE,HOMICIDE,YES,30-39,M,BLK,1,0,1
HS369054,2010-06-19 23:30:00,2010,6,7,23,WEST GARFIELD PARK,BATTERY,BATTERY,YES,20-29,M,BLK,0,1,1
HS372397,2010-06-22 02:00:00,2010,6,3,2,WEST GARFIELD PARK,BATTERY,BATTERY,YES,30-39,M,BLK,0,1,1
HS377716,2010-06-25 13:54:00,2010,6,6,13,WEST GARFIELD PARK,HOMICIDE,HOMICIDE,NO,40-49,F,BLK,1,0,1
HS379374,2010-06-26 03:37:00,2010,6,7,3,WEST GARFIELD PARK,BATTERY,BATTERY,YES,0-19,M,BLK,0,1,1
HS390771,2010-07-02 16:46:00,2010,7,6,16,WEST GARFIELD PARK,BATTERY,BATTERY,YES,20-29,M,BLK,0,1,1
HS411782,2010-07-15 11:40:00,2010,7,5,11,WEST GARFIELD PARK,BATTERY,BATTERY,YES,50-59,M,BLK,0,1,1
HS414729,2010-07-17 00:34:00,2010,7,7,0,WEST GARFIELD PARK,HOMICIDE,HOMICIDE,YES,20-29,M,BLK,1,0,1
HS420030,2010-07-20 08:05:00,2010,7,3,8,WEST GARFIELD PARK,ROBBERY,ROBBERY,YES,20-29,M,BLK,0,1,1
HS427566,2010-07-24 16:10:00,2010,7,7,16,WEST GARFIELD PARK,ROBBERY,ROBBERY,YES,30-39,M,BLK,0,1,1
HS440030,2010-08-01 06:10:00,2010,8,1,6,WEST GARFIELD PARK,BATTERY,BATTERY,YES,UNKNOWN,UNKNOWN,UNKNOWN,0,1,1
HS449140,2010-08-05 22:30:00,2010,8,5,22,WEST GARFIELD PARK,BATTERY,BATTERY,YES,50-59,M,BLK,0,1,1
HS456145,2010-08-10 21:20:00,2010,8,3,21,WEST GARFIELD PARK,HOMICIDE,HOMICIDE,YES,30-39,M,BLK,1,0,1
HS461701,2010-08-14 04:20:00,2010,8,7,4,WEST GARFIELD PARK,BATTERY,BATTERY,YES,UNKNOWN,UNKNOWN,UNKNOWN,0,1,1
HS474928,2010-08-22 01:55:00,2010,8,1,1,WEST GARFIELD PARK,BATTERY,HOMICIDE,YES,20-29,M,BLK,0,1,1
HS474928,2010-08-22 01:55:00,2010,8,1,1,WEST GARFIELD PARK,HOMICIDE,HOMICIDE,YES,30-39,M,BLK,1,0,1
HS476372,2010-08-23 01:15:00,2010,8,2,1,WEST GARFIELD PARK,HOMICIDE,HOMICIDE,YES,40-49,M,BLK,1,0,1
HS487003,2010-08-28 18:30:00,2010,8,7,18,WEST GARFIELD PARK,HOMICIDE,HOMICIDE,YES,20-29,M,BLK,1,0,1
HS487003,2010-08-28 18:30:00,2010,8,7,18,WEST GARFIELD PARK,NON-FATAL,HOMICIDE,YES,30-39,M,BLK,0,1,1
HS488686,2010-08-29 18:10:00,2010,8,1,18,WEST GARFIELD PARK,BATTERY,BATTERY,YES,0-19,M,BLK,0,1,1
HS489311,2010-08-30 07:19:00,2010,8,2,7,WEST GARFIELD PARK,BATTERY,BATTERY,YES,0-19,M,BLK,0,1,1
HS490974,2010-08-31 00:09:00,2010,8,3,0,WEST GARFIELD PARK,HOMICIDE,HOMICIDE,YES,0-19,M,BLK,1,0,1
HS492165,2010-08-31 17:20:00,2010,8,3,17,WEST GARFIELD PARK,BATTERY,BATTERY,YES,0-19,M,BLK,0,1,1
HS502108,2010-09-06 18:30:00,2010,9,2,18,WEST GARFIELD PARK,BATTERY,BATTERY,YES,30-39,M,BLK,0,1,1
HS537720,2010-09-28 07:05:00,2010,9,3,7,WEST GARFIELD PARK,BATTERY,BATTERY,YES,0-19,M,BLK,0,1,1
HS537720,2010-09-28 07:05:00,2010,9,3,7,WEST GARFIELD PARK,BATTERY,BATTERY,YES,0-19,M,BLK,0,1,1
HS550275,2010-10-06 08:20:00,2010,10,4,8,WEST GARFIELD PARK,NON-FATAL,HOMICIDE,YES,40-49,M,BLK,0,1,1
HS550275,2010-10-06 08:20:00,2010,10,4,8,WEST GARFIELD PARK,NON-FATAL,HOMICIDE,YES,50-59,M,BLK,0,1,1
HS550275,2010-10-06 08:20:00,2010,10,4,8,WEST GARFIELD PARK,HOMICIDE,HOMICIDE,YES,40-49,M,BLK,1,0,1
HS555330,2010-10-09 03:14:00,2010,10,7,3,WEST GARFIELD PARK,BATTERY,BATTERY,YES,0-19,M,BLK,0,1,1
HS555330,2010-10-09 03:14:00,2010,10,7,3,WEST GARFIELD PARK,BATTERY,BATTERY,YES,0-19,M,BLK,0,1,1
HS557297,2010-10-10 10:19:00,2010,10,1,10,WEST GARFIELD PARK,BATTERY,BATTERY,YES,20-29,F,BLK,0,1,1
HS560740,2010-10-12 13:30:00,2010,10,3,13,WEST GARFIELD PARK,BATTERY,BATTERY,YES,30-39,M,BLK,0,1,1
HS566596,2010-10-15 21:40:00,2010,10,6,21,WEST GARFIELD PARK,ROBBERY,ROBBERY,YES,40-49,M,BLK,0,1,1
HS566979,2010-10-16 05:20:00,2010,10,7,5,WEST GARFIELD PARK,BATTERY,BATTERY,YES,20-29,M,BLK,0,1,1
HS566979,2010-10-16 05:20:00,2010,10,7,5,WEST GARFIELD PARK,BATTERY,BATTERY,YES,20-29,F,BLK,0,1,1
HS576212,2010-10-21 22:00:00,2010,10,5,22,WEST GARFIELD PARK,BATTERY,BATTERY,YES,30-39,M,BLK,0,1,1
HS579797,2010-10-24 05:11:00,2010,10,1,5,WEST GARFIELD PARK,BATTERY,BATTERY,YES,30-39,M,BLK,0,1,1
HS582473,2010-10-25 19:25:00,2010,10,2,19,WEST GARFIELD PARK,BATTERY,BATTERY,YES,UNKNOWN,UNKNOWN,UNKNOWN,0,1,1
HS615373,2010-11-14 17:00:00,2010,11,1,17,WEST GARFIELD PARK,BATTERY,BATTERY,YES,20-29,M,BLK,0,1,1
HS648637,2010-12-06 15:55:00,2010,12,2,15,WEST GARFIELD PARK,ROBBERY,ROBBERY,YES,40-49,M,BLK,0,1,1
HS664280,2010-12-16 23:59:00,2010,12,5,23,WEST GARFIELD PARK,HOMICIDE,HOMICIDE,YES,20-29,M,BLK,1,0,1
HS672331,2010-12-22 14:43:00,2010,12,4,14,WEST GARFIELD PARK,BATTERY,BATTERY,YES,0-19,M,BLK,0,1,1
HS132797,2010-01-22 21:05:00,2010,1,6,21,WEST LAWN,BATTERY,BATTERY,YES,20-29,M,WWH,0,1,1
HS132797,2010-01-22 21:05:00,2010,1,6,21,WEST LAWN,BATTERY,BATTERY,YES,30-39,M,WWH,0,1,1
HS137901,2010-01-26 13:03:00,2010,1,3,13,WEST LAWN,BATTERY,BATTERY,YES,0-19,M,BLK,0,1,1
HS150101,2010-02-03 19:49:00,2010,2,4,19,WEST LAWN,BATTERY,BATTERY,YES,30-39,M,WHI,0,1,1
HS373702,2010-06-22 19:07:00,2010,6,3,19,WEST LAWN,BATTERY,BATTERY,YES,50-59,F,WWH,0,1,1
HS463218,2010-08-15 02:00:00,2010,8,1,2,WEST LAWN,BATTERY,BATTERY,YES,0-19,M,WWH,0,1,1
HS492647,2010-08-31 22:03:00,2010,8,3,22,WEST LAWN,HOMICIDE,HOMICIDE,YES,20-29,M,WWH,1,0,1
HS496074,2010-09-02 20:30:00,2010,9,5,20,WEST LAWN,HOMICIDE,HOMICIDE,YES,20-29,M,WWH,1,0,1
HS496074,2010-09-02 20:30:00,2010,9,5,20,WEST LAWN,HOMICIDE,HOMICIDE,YES,30-39,M,WWH,1,0,1
HS496074,2010-09-02 20:30:00,2010,9,5,20,WEST LAWN,HOMICIDE,HOMICIDE,YES,30-39,M,WWH,1,0,1
HS496074,2010-09-02 20:30:00,2010,9,5,20,WEST LAWN,HOMICIDE,HOMICIDE,YES,30-39,M,WWH,1,0,1
HS605664,2010-11-08 19:59:00,2010,11,2,19,WEST LAWN,BATTERY,BATTERY,YES,20-29,F,WWH,0,1,1
HS114947,2010-01-11 13:20:00,2010,1,2,13,WEST PULLMAN,HOMICIDE,HOMICIDE,NO,20-29,F,BLK,1,0,1
HS176538,2010-02-22 18:39:00,2010,2,2,18,WEST PULLMAN,HOMICIDE,HOMICIDE,YES,0-19,M,BLK,1,0,1
HS182750,2010-02-26 20:49:56,2010,2,6,20,WEST PULLMAN,BATTERY,BATTERY,YES,20-29,M,BLK,0,1,1
HS193866,2010-03-06 01:25:00,2010,3,7,1,WEST PULLMAN,BATTERY,BATTERY,YES,20-29,F,BLK,0,1,1
HS217389,2010-03-20 13:20:00,2010,3,7,13,WEST PULLMAN,BATTERY,BATTERY,YES,20-29,M,BLK,0,1,1
HS227745,2010-03-27 00:29:00,2010,3,7,0,WEST PULLMAN,HOMICIDE,HOMICIDE,YES,30-39,M,BLK,1,0,1
HS229129,2010-03-27 20:40:00,2010,3,7,20,WEST PULLMAN,BATTERY,BATTERY,YES,0-19,M,BLK,0,1,1
HS237445,2010-04-02 01:10:00,2010,4,6,1,WEST PULLMAN,BATTERY,BATTERY,YES,UNKNOWN,UNKNOWN,UNKNOWN,0,1,1
HS246134,2010-04-07 15:50:00,2010,4,4,15,WEST PULLMAN,ROBBERY,ROBBERY,YES,40-49,M,BLK,0,1,1
HS250354,2010-04-10 05:30:00,2010,4,7,5,WEST PULLMAN,ROBBERY,ROBBERY,YES,30-39,M,BLK,0,1,1
HS251626,2010-04-10 22:35:00,2010,4,7,22,WEST PULLMAN,BATTERY,BATTERY,YES,40-49,M,BLK,0,1,1
HS251626,2010-04-10 22:35:00,2010,4,7,22,WEST PULLMAN,BATTERY,BATTERY,YES,60-69,M,BLK,0,1,1
HS258946,2010-04-15 12:54:00,2010,4,5,12,WEST PULLMAN,BATTERY,BATTERY,YES,UNKNOWN,UNKNOWN,UNKNOWN,0,1,1
HS259743,2010-04-15 20:54:00,2010,4,5,20,WEST PULLMAN,BATTERY,BATTERY,YES,0-19,M,BLK,0,1,1
HS270336,2010-04-22 14:40:00,2010,4,5,14,WEST PULLMAN,BATTERY,BATTERY,YES,UNKNOWN,UNKNOWN,UNKNOWN,0,1,1
HS270975,2010-04-22 20:26:00,2010,4,5,20,WEST PULLMAN,ROBBERY,ROBBERY,YES,20-29,M,BLK,0,1,1
HS272217,2010-04-23 15:15:00,2010,4,6,15,WEST PULLMAN,BATTERY,BATTERY,YES,0-19,M,BLK,0,1,1
HS282565,2010-04-29 18:20:00,2010,4,5,18,WEST PULLMAN,BATTERY,BATTERY,YES,0-19,M,BLK,0,1,1
HS282642,2010-04-29 19:27:00,2010,4,5,19,WEST PULLMAN,HOMICIDE,HOMICIDE,YES,30-39,M,BLK,1,0,1
HS284181,2010-04-30 16:30:00,2010,4,6,16,WEST PULLMAN,BATTERY,BATTERY,YES,0-19,M,BLK,0,1,1
HS284181,2010-04-30 16:30:00,2010,4,6,16,WEST PULLMAN,BATTERY,BATTERY,YES,0-19,M,BLK,0,1,1
HS300379,2010-05-10 10:30:00,2010,5,2,10,WEST PULLMAN,BATTERY,BATTERY,YES,UNKNOWN,UNKNOWN,UNKNOWN,0,1,1
HS303464,2010-05-12 09:24:00,2010,5,4,9,WEST PULLMAN,BATTERY,BATTERY,YES,20-29,M,I,0,1,1
HS310308,2010-05-16 10:40:00,2010,5,1,10,WEST PULLMAN,HOMICIDE,HOMICIDE,NO,20-29,F,BLK,1,0,1
HS335073,2010-05-31 00:30:00,2010,5,2,0,WEST PULLMAN,BATTERY,BATTERY,YES,UNKNOWN,UNKNOWN,UNKNOWN,0,1,1
HS336503,2010-06-01 03:20:00,2010,6,3,3,WEST PULLMAN,HOMICIDE,HOMICIDE,YES,30-39,M,BLK,1,0,1
HS367628,2010-06-19 08:10:00,2010,6,7,8,WEST PULLMAN,BATTERY,BATTERY,YES,20-29,F,BLK,0,1,1
HS367730,2010-06-19 09:49:00,2010,6,7,9,WEST PULLMAN,BATTERY,BATTERY,YES,0-19,M,UNKNOWN,0,1,1
HS367730,2010-06-19 09:49:00,2010,6,7,9,WEST PULLMAN,BATTERY,BATTERY,YES,0-19,M,BLK,0,1,1
HS375573,2010-06-23 20:20:00,2010,6,4,20,WEST PULLMAN,BATTERY,BATTERY,YES,20-29,M,BLK,0,1,1
HS377387,2010-06-24 23:32:00,2010,6,5,23,WEST PULLMAN,BATTERY,BATTERY,YES,UNKNOWN,UNKNOWN,UNKNOWN,0,1,1
HS382284,2010-06-27 22:00:00,2010,6,1,22,WEST PULLMAN,BATTERY,BATTERY,YES,UNKNOWN,UNKNOWN,UNKNOWN,0,1,1
HS395945,2010-07-06 00:00:00,2010,7,3,0,WEST PULLMAN,HOMICIDE,HOMICIDE,YES,20-29,M,BLK,1,0,1
HS405746,2010-07-11 19:00:00,2010,7,1,19,WEST PULLMAN,BATTERY,BATTERY,YES,20-29,M,BLK,0,1,1
HS412181,2010-07-15 15:45:00,2010,7,5,15,WEST PULLMAN,HOMICIDE,HOMICIDE,YES,0-19,M,BLK,1,0,1
HS419802,2010-07-20 03:00:00,2010,7,3,3,WEST PULLMAN,BATTERY,BATTERY,YES,0-19,M,BLK,0,1,1
HS434615,2010-07-28 20:18:00,2010,7,4,20,WEST PULLMAN,HOMICIDE,HOMICIDE,YES,0-19,M,BLK,1,0,1
HS437508,2010-07-30 16:02:00,2010,7,6,16,WEST PULLMAN,HOMICIDE,HOMICIDE,YES,20-29,M,BLK,1,0,1
HS439859,2010-08-01 01:54:00,2010,8,1,1,WEST PULLMAN,BATTERY,BATTERY,YES,20-29,F,BLK,0,1,1
HS440368,2010-08-01 12:32:00,2010,8,1,12,WEST PULLMAN,HOMICIDE,HOMICIDE,YES,20-29,M,BLK,1,0,1
HS442842,2010-08-03 00:15:00,2010,8,3,0,WEST PULLMAN,BATTERY,BATTERY,YES,30-39,F,BLK,0,1,1
HS474991,2010-08-22 03:08:00,2010,8,1,3,WEST PULLMAN,BATTERY,BATTERY,YES,UNKNOWN,UNKNOWN,UNKNOWN,0,1,1
HS483772,2010-08-26 23:01:00,2010,8,5,23,WEST PULLMAN,BATTERY,BATTERY,YES,UNKNOWN,F,BLK,0,1,1
HS488917,2010-08-28 21:52:00,2010,8,7,21,WEST PULLMAN,BATTERY,BATTERY,YES,0-19,M,BLK,0,1,1
HS512924,2010-09-10 15:00:00,2010,9,6,15,WEST PULLMAN,BATTERY,BATTERY,YES,0-19,M,BLK,0,1,1
HS508939,2010-09-10 18:20:00,2010,9,6,18,WEST PULLMAN,BATTERY,BATTERY,YES,0-19,M,BLK,0,1,1
HS513194,2010-09-13 13:47:00,2010,9,2,13,WEST PULLMAN,BATTERY,BATTERY,YES,UNKNOWN,UNKNOWN,UNKNOWN,0,1,1
HS522455,2010-09-19 00:25:00,2010,9,1,0,WEST PULLMAN,BATTERY,BATTERY,YES,UNKNOWN,UNKNOWN,UNKNOWN,0,1,1
HS530079,2010-09-23 15:42:00,2010,9,5,15,WEST PULLMAN,HOMICIDE,HOMICIDE,YES,30-39,F,BLK,1,0,1
HS531068,2010-09-24 06:54:00,2010,9,6,6,WEST PULLMAN,HOMICIDE,HOMICIDE,YES,50-59,M,BLK,1,0,1
HS540747,2010-09-30 00:56:00,2010,9,5,0,WEST PULLMAN,BATTERY,BATTERY,YES,30-39,M,BLK,0,1,1
HS543537,2010-10-01 19:29:00,2010,10,6,19,WEST PULLMAN,BATTERY,BATTERY,YES,0-19,M,BLK,0,1,1
HS559721,2010-10-11 21:03:00,2010,10,2,21,WEST PULLMAN,BATTERY,BATTERY,YES,0-19,M,BLK,0,1,1
HS561319,2010-10-12 19:10:00,2010,10,3,19,WEST PULLMAN,BATTERY,BATTERY,YES,20-29,M,BLK,0,1,1
HS561319,2010-10-12 19:10:00,2010,10,3,19,WEST PULLMAN,BATTERY,BATTERY,YES,20-29,M,BLK,0,1,1
HS568397,2010-10-17 02:00:00,2010,10,1,2,WEST PULLMAN,HOMICIDE,HOMICIDE,NO,30-39,M,BLK,1,0,1
HS584135,2010-10-26 17:52:00,2010,10,3,17,WEST PULLMAN,BATTERY,BATTERY,YES,30-39,M,BLK,0,1,1
HS605280,2010-11-08 16:00:00,2010,11,2,16,WEST PULLMAN,BATTERY,BATTERY,YES,0-19,M,BLK,0,1,1
HS612439,2010-11-12 17:45:00,2010,11,6,17,WEST PULLMAN,ROBBERY,ROBBERY,YES,20-29,M,BLK,0,1,1
HS614333,2010-11-13 22:21:00,2010,11,7,22,WEST PULLMAN,BATTERY,BATTERY,YES,0-19,M,BLK,0,1,1
HS614333,2010-11-13 22:21:00,2010,11,7,22,WEST PULLMAN,BATTERY,BATTERY,YES,0-19,M,BLK,0,1,1
HS629418,2010-11-23 13:20:00,2010,11,3,13,WEST PULLMAN,BATTERY,BATTERY,YES,UNKNOWN,UNKNOWN,UNKNOWN,0,1,1
HS632003,2010-11-24 22:35:00,2010,11,4,22,WEST PULLMAN,ROBBERY,ROBBERY,YES,20-29,M,BLK,0,1,1
HS648168,2010-12-03 14:45:00,2010,12,6,14,WEST PULLMAN,BATTERY,BATTERY,YES,0-19,F,BLK,0,1,1
HS651439,2010-12-08 14:00:00,2010,12,4,14,WEST PULLMAN,ROBBERY,ROBBERY,YES,UNKNOWN,UNKNOWN,UNKNOWN,0,1,1
HS668504,2010-12-19 23:35:00,2010,12,1,23,WEST PULLMAN,BATTERY,BATTERY,YES,20-29,M,BLK,0,1,1
HS100196,2010-01-01 02:15:00,2010,1,6,2,WEST RIDGE,BATTERY,BATTERY,YES,0-19,M,BLK,0,1,1
HS177284,2010-02-23 10:48:00,2010,2,3,10,WEST RIDGE,HOMICIDE,HOMICIDE,YES,20-29,M,BLK,1,0,1
HS254776,2010-04-13 00:33:00,2010,4,3,0,WEST RIDGE,BATTERY,BATTERY,YES,20-29,M,WWH,0,1,1
HS370456,2010-06-21 00:50:00,2010,6,2,0,WEST RIDGE,BATTERY,BATTERY,YES,20-29,M,BLK,0,1,1
HS411294,2010-07-15 01:50:00,2010,7,5,1,WEST RIDGE,BATTERY,BATTERY,YES,0-19,M,WWH,0,1,1
HS411294,2010-07-15 01:50:00,2010,7,5,1,WEST RIDGE,BATTERY,BATTERY,YES,0-19,M,WWH,0,1,1
HS113962,2010-01-10 17:45:00,2010,1,1,17,WEST TOWN,BATTERY,BATTERY,YES,40-49,M,BLK,0,1,1
HS122584,2010-01-16 00:21:00,2010,1,7,0,WEST TOWN,BATTERY,BATTERY,YES,0-19,M,WWH,0,1,1
HS122584,2010-01-16 00:21:00,2010,1,7,0,WEST TOWN,BATTERY,BATTERY,YES,0-19,M,WWH,0,1,1
HS128798,2010-01-20 10:25:00,2010,1,4,10,WEST TOWN,ROBBERY,ROBBERY,YES,UNKNOWN,UNKNOWN,UNKNOWN,0,1,1
HS154793,2010-02-07 01:35:00,2010,2,1,1,WEST TOWN,BATTERY,BATTERY,YES,30-39,M,WHI,0,1,1
HS168362,2010-02-17 02:45:00,2010,2,4,2,WEST TOWN,BATTERY,BATTERY,YES,20-29,M,WWH,0,1,1
HS168362,2010-02-17 02:45:00,2010,2,4,2,WEST TOWN,BATTERY,BATTERY,YES,40-49,M,WWH,0,1,1
HS235094,2010-03-31 18:05:00,2010,3,4,18,WEST TOWN,BATTERY,BATTERY,YES,0-19,M,WWH,0,1,1
HS239095,2010-04-03 01:57:00,2010,4,7,1,WEST TOWN,BATTERY,BATTERY,YES,0-19,M,WBH,0,1,1
HS246678,2010-04-07 21:45:00,2010,4,4,21,WEST TOWN,BATTERY,BATTERY,YES,0-19,M,WWH,0,1,1
HS261941,2010-04-17 05:40:00,2010,4,7,5,WEST TOWN,BATTERY,BATTERY,YES,20-29,M,WWH,0,1,1
HS286987,2010-05-02 11:48:00,2010,5,1,11,WEST TOWN,HOMICIDE,HOMICIDE,YES,40-49,M,WWH,1,0,1
HS286987,2010-05-02 11:48:00,2010,5,1,11,WEST TOWN,HOMICIDE,HOMICIDE,YES,40-49,M,WWH,1,0,1
HS289623,2010-05-03 20:30:00,2010,5,2,20,WEST TOWN,BATTERY,BATTERY,YES,20-29,M,WWH,0,1,1
HS314581,2010-05-18 21:17:00,2010,5,3,21,WEST TOWN,BATTERY,BATTERY,YES,UNKNOWN,UNKNOWN,UNKNOWN,0,1,1
HS332199,2010-05-29 02:35:00,2010,5,7,2,WEST TOWN,BATTERY,BATTERY,YES,20-29,M,BLK,0,1,1
HS368437,2010-06-19 18:10:00,2010,6,7,18,WEST TOWN,BATTERY,BATTERY,YES,20-29,M,WWH,0,1,1
HS368437,2010-06-19 18:10:00,2010,6,7,18,WEST TOWN,BATTERY,BATTERY,YES,20-29,M,WWH,0,1,1
HS399114,2010-07-07 18:53:00,2010,7,4,18,WEST TOWN,BATTERY,BATTERY,YES,30-39,M,WWH,0,1,1
HS403261,2010-07-10 01:50:00,2010,7,7,1,WEST TOWN,BATTERY,BATTERY,YES,30-39,M,BLK,0,1,1
